NPLV,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19
510431,-0.14031227,0.050496835,0.016102133,-0.09755093,0.10383413,-0.025588574,0.03723982,0.3572507,-0.1745229,0.14919174,0.09974324,-0.07924081,-0.0018517532,-0.071714506,0.09067376,0.036723107,0.44939145,-0.058413733,-0.28823304,-0.0077050067
510432,-0.12657848,0.04898405,0.024897585,-0.10030454,0.10410057,-0.02100187,0.023783905,0.3567166,-0.173509,0.15526801,0.1085728,-0.076030985,-0.01642794,-0.06492931,0.06573132,0.0307547,0.4294044,-0.052925605,-0.28804684,0.0141497
510433,-0.12677838,0.049244437,0.0402008,-0.10522306,0.114054486,-0.035100613,0.0429696,0.38097745,-0.18230048,0.14288153,0.12640326,-0.06378136,0.00016889414,-0.07251022,0.06917813,0.02813005,0.41553807,-0.06494879,-0.28981405,-0.010017525
510435,-0.124447234,0.042692684,0.041097905,-0.07472192,0.091199175,-0.02605586,0.053772517,0.3642304,-0.18738493,0.14054507,0.1292955,-0.09179344,-0.019882774,-0.074204445,0.07678592,0.03359747,0.4350834,-0.048292324,-0.28910577,-0.0042116963
510436,-0.12387339,0.034004025,0.05301161,-0.075739585,0.076903,-0.036843143,0.07488338,0.36759284,-0.19210526,0.12987077,0.15541133,-0.09616781,-0.023024129,-0.07901478,0.08988127,0.041844856,0.44306687,-0.04240528,-0.28812116,-0.017935624
510437,-0.12575196,0.04585879,0.03222256,-0.09758389,0.10030848,-0.019906025,0.032374173,0.36324173,-0.1808877,0.15234801,0.12035408,-0.076948464,-0.017322317,-0.07002987,0.06851173,0.03278829,0.43704137,-0.05412897,-0.2937851,0.01164258
510438,-0.09526461,-0.005699983,0.0034158435,-0.08829361,0.044236325,-0.027799126,0.08220068,0.37912866,-0.19842145,0.1097274,0.14406212,-0.07492888,-0.009103937,-0.105451494,0.10371343,0.030672014,0.4704717,-0.037198145,-0.2611588,-0.019358024
510439,-0.12657848,0.04898405,0.024897585,-0.10030454,0.10410057,-0.02100187,0.023783905,0.3567166,-0.173509,0.15526801,0.1085728,-0.076030985,-0.01642794,-0.06492931,0.06573132,0.0307547,0.4294044,-0.052925605,-0.28804684,0.0141497
510440,-0.11314245,0.034059234,0.04370154,-0.08654851,0.08303722,-0.034718845,0.07079845,0.37474763,-0.18230861,0.14434311,0.1373998,-0.087077595,-0.021626063,-0.06801915,0.080023035,0.04524241,0.42118436,-0.037472278,-0.27009848,-0.0104262605
510441,-0.12191143,0.04234364,0.031234495,-0.09461379,0.10485558,-0.023882361,0.030845514,0.3704557,-0.1797084,0.15604657,0.11886278,-0.08116538,-0.023133757,-0.069328666,0.07796313,0.037858546,0.43863028,-0.0587802,-0.2845992,0.002206625
510442,-0.13208821,0.048848487,0.030710999,-0.087179594,0.09555136,-0.018466411,0.047519304,0.35161862,-0.17103946,0.15389934,0.11017049,-0.08395169,-0.020117117,-0.05599714,0.06629475,0.03924806,0.39541548,-0.051522836,-0.2847868,0.01919583
510443,-0.14312017,0.04865103,0.004812546,-0.09877461,0.10933984,-0.028923249,0.029759526,0.3490643,-0.16384573,0.15060347,0.09793975,-0.079330504,-0.0052103684,-0.071823485,0.092233695,0.03786547,0.45611215,-0.049985774,-0.27851135,-0.013161682
510444,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510445,-0.12922579,0.050572958,0.026611123,-0.09123509,0.11002513,-0.01646527,0.030222766,0.3681565,-0.17886321,0.15358813,0.11075951,-0.08091936,-0.02032147,-0.06755182,0.06465789,0.026416484,0.43569523,-0.05459835,-0.2904986,0.014609842
510446,-0.1138406,0.030508537,0.014486663,-0.081850596,0.08274994,-0.0228344,0.030449623,0.36367014,-0.18174668,0.12885427,0.12874441,-0.061999653,-0.02549935,-0.08481636,0.06619593,0.037220757,0.4494264,-0.05107191,-0.29416284,0.014419444
510448,-0.11576001,0.03265399,0.010649674,-0.09025434,0.07959756,-0.024331274,0.030489827,0.36584398,-0.1809266,0.1266349,0.1233473,-0.062607735,-0.02428994,-0.08062821,0.06772056,0.034801118,0.44994193,-0.05308039,-0.29616693,0.0142592145
510449,-0.114313774,0.03304463,0.004462336,-0.08931673,0.08368346,-0.01785414,0.014017488,0.35487577,-0.17601603,0.13672975,0.11379409,-0.054311175,-0.023198973,-0.081265815,0.05863068,0.037975784,0.44929674,-0.058307733,-0.29757336,0.024225108
510450,-0.11491118,0.03422721,0.0032822387,-0.08881469,0.08795133,-0.021395477,0.014630522,0.3570093,-0.17353684,0.13362056,0.11643776,-0.05517998,-0.026555454,-0.080410324,0.059161086,0.03772156,0.4510443,-0.054273393,-0.29402083,0.020335943
510451,-0.1306318,0.054438494,0.01671034,-0.099692434,0.112618,-0.010817403,0.012810691,0.35910872,-0.17262585,0.16338183,0.093871824,-0.07389155,-0.017581202,-0.06277687,0.05655716,0.026580378,0.43475023,-0.06246726,-0.29389414,0.025003517
510452,-0.12762623,0.040008936,0.026951594,-0.09776693,0.09675463,-0.024660215,0.038649265,0.3618688,-0.17997481,0.15017779,0.12163895,-0.08094646,-0.014212849,-0.07476863,0.072864294,0.028926063,0.4364856,-0.047855992,-0.28580576,0.009033782
510453,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510454,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510455,-0.12657848,0.04898405,0.024897585,-0.10030454,0.10410057,-0.02100187,0.023783905,0.3567166,-0.173509,0.15526801,0.1085728,-0.076030985,-0.01642794,-0.06492931,0.06573132,0.0307547,0.4294044,-0.052925605,-0.28804684,0.0141497
510456,-0.1287057,0.051561825,0.036275495,-0.09040628,0.09295831,-0.015028626,0.03708921,0.3575593,-0.18221302,0.15166716,0.12116238,-0.0817613,-0.04116547,-0.0829584,0.06163446,0.031043254,0.44324473,-0.046112344,-0.28905547,0.010870174
510457,-0.12695806,0.037588295,0.03684621,-0.100641444,0.08185178,-0.027344167,0.063894525,0.3787396,-0.1923421,0.13620491,0.13232112,-0.092271075,-0.012709173,-0.07325709,0.09013137,0.027540665,0.43996385,-0.042148054,-0.28791562,-0.007903833
510458,-0.13065441,0.05165502,0.023741063,-0.10060776,0.10242976,-0.014503967,0.02965217,0.36831757,-0.18047674,0.15435468,0.10241889,-0.0806924,-0.015688391,-0.063986495,0.06573682,0.024116648,0.43449184,-0.060752764,-0.29616654,0.018329883
510459,-0.13031167,0.047067504,0.016625857,-0.098319456,0.10809006,-0.011836335,0.023295587,0.36353886,-0.17695059,0.15996167,0.10429554,-0.07778872,-0.017249245,-0.06950681,0.06548246,0.028810965,0.4455221,-0.05292968,-0.28823632,0.013263073
510460,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510461,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510462,-0.1306318,0.054438494,0.01671034,-0.099692434,0.112618,-0.010817403,0.012810691,0.35910872,-0.17262585,0.16338183,0.093871824,-0.07389155,-0.017581202,-0.06277687,0.05655716,0.026580378,0.43475023,-0.06246726,-0.29389414,0.025003517
510463,-0.15423407,0.039254993,-0.011998865,-0.100429714,0.10069297,-0.03749115,0.035135727,0.32804015,-0.15345284,0.14953144,0.09280309,-0.08158054,0.010396315,-0.08144536,0.12116213,0.04868831,0.47499204,-0.042630445,-0.26639774,-0.038993582
510464,-0.13126434,0.05569064,0.015460826,-0.09916086,0.11713691,-0.014567055,0.013459786,0.36136776,-0.1700008,0.16008975,0.096671015,-0.074811466,-0.021135122,-0.06187105,0.05711877,0.026311198,0.43660057,-0.058195606,-0.2901327,0.020885576
510466,-0.12238447,0.028364522,0.05258615,-0.10037872,0.07310987,-0.039244797,0.08901093,0.39723787,-0.2014334,0.11961339,0.1612323,-0.08694863,-0.01156854,-0.09305935,0.10230488,0.029935883,0.43470526,-0.036273982,-0.2795881,-0.028136106
510467,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510468,-0.1220515,0.03594303,0.04736823,-0.07659991,0.07235829,-0.042146374,0.063487016,0.357331,-0.18408762,0.13158137,0.147417,-0.089904234,-0.02742649,-0.08235693,0.086682305,0.043896273,0.43706152,-0.039104495,-0.28098536,-0.019745475
510469,-0.12698019,0.042834267,0.042819247,-0.086552344,0.07814832,-0.03073587,0.069240086,0.37610927,-0.19391286,0.12984978,0.13022953,-0.098620914,-0.016391544,-0.07013213,0.08701965,0.027871745,0.43536636,-0.04955557,-0.29403332,-0.00973842
510470,-0.13057847,0.049266595,0.024384072,-0.094145276,0.09881752,-0.016433258,0.02567552,0.36211526,-0.17698969,0.15770859,0.10818156,-0.075579956,-0.024148678,-0.07265291,0.06309584,0.031152703,0.44032943,-0.060245138,-0.29274774,0.016825099
510471,-0.12867157,0.049348917,0.026499394,-0.09271648,0.09832691,-0.013563522,0.027496688,0.36501387,-0.17530979,0.15991211,0.106299914,-0.08134669,-0.0288569,-0.06648192,0.064850956,0.029601531,0.4383521,-0.057850845,-0.2912605,0.019519376
510472,-0.1270554,0.040622555,0.041237008,-0.08214326,0.0744736,-0.020814685,0.050823826,0.37244388,-0.18138441,0.15203038,0.12912114,-0.08883038,-0.043788183,-0.07833438,0.07737081,0.036133543,0.44625488,-0.0521578,-0.28812176,0.0077714855
510473,-0.11159651,0.031032078,0.050053444,-0.07065241,0.07190006,-0.03490141,0.08399776,0.3731594,-0.18933363,0.13973609,0.14158289,-0.09524729,-0.022214144,-0.07200123,0.083230466,0.04918926,0.4247307,-0.039973035,-0.2732907,-0.018786617
510474,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510475,-0.1306318,0.054438494,0.01671034,-0.099692434,0.112618,-0.010817403,0.012810691,0.35910872,-0.17262585,0.16338183,0.093871824,-0.07389155,-0.017581202,-0.06277687,0.05655716,0.026580378,0.43475023,-0.06246726,-0.29389414,0.025003517
510476,-0.1306318,0.054438494,0.01671034,-0.099692434,0.112618,-0.010817403,0.012810691,0.35910872,-0.17262585,0.16338183,0.093871824,-0.07389155,-0.017581202,-0.06277687,0.05655716,0.026580378,0.43475023,-0.06246726,-0.29389414,0.025003517
510477,-0.124062814,0.04124587,0.041149832,-0.09072507,0.086701244,-0.02214722,0.0459733,0.36891726,-0.18311268,0.14949128,0.13131092,-0.08423379,-0.028612396,-0.07333196,0.076141395,0.03546456,0.4405159,-0.049975794,-0.29115745,0.006900712
510478,-0.119753346,0.032759372,0.062131252,-0.073127754,0.056493416,-0.036567252,0.08333647,0.37678388,-0.19160801,0.13460538,0.15825693,-0.1066711,-0.0449028,-0.08345354,0.09709978,0.043703716,0.44388813,-0.034656864,-0.28197008,-0.018606598
510479,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510480,-0.11993077,0.036022134,0.035199672,-0.09614919,0.10123478,-0.023575077,0.049190436,0.3815537,-0.18847334,0.13323848,0.13742521,-0.061831195,-0.0042374404,-0.083860554,0.070874415,0.033066407,0.431883,-0.0618154,-0.29163942,-0.006494235
510482,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510483,-0.120908536,0.038243707,0.047007207,-0.080213904,0.08405332,-0.03484435,0.058516398,0.36095884,-0.18727246,0.134539,0.14457749,-0.0890606,-0.020482264,-0.0764298,0.08259864,0.040992513,0.43866524,-0.04249875,-0.2884746,-0.0134963645
510484,-0.11669116,0.036467187,0.04215031,-0.08554311,0.085319005,-0.020571677,0.06351976,0.37860402,-0.18918118,0.15264864,0.12965603,-0.084152356,-0.019825913,-0.07098602,0.07268182,0.042202827,0.43146887,-0.051781792,-0.28493828,0.0026262742
510485,-0.11936566,0.036878534,0.027703881,-0.087618634,0.09506031,-0.025131578,0.04002957,0.37595388,-0.19028275,0.14857905,0.123693176,-0.084672004,-0.016689759,-0.084835224,0.072949015,0.027575037,0.47192314,-0.05187262,-0.28761208,-0.0056797485
510486,-0.12852082,0.045286044,0.019295843,-0.09598813,0.104540616,-0.02853485,0.028344175,0.36274365,-0.17458358,0.15122777,0.10692012,-0.08284178,-0.018345023,-0.060433537,0.06525754,0.029793888,0.43230262,-0.053352546,-0.2881264,0.0077495957
510487,-0.1058283,0.037052922,0.051294826,-0.06268008,0.08566286,-0.020490665,0.055836406,0.36438867,-0.19295478,0.12892953,0.14798787,-0.091267176,0.006390532,-0.07124389,0.08651339,0.04758919,0.454155,-0.04401481,-0.30189034,-0.013135309
510488,-0.13229573,0.051486142,0.021749424,-0.08219381,0.10205059,-0.008405529,0.020769875,0.35245055,-0.17898133,0.16878894,0.09512045,-0.091273256,-0.018753162,-0.062201165,0.055544842,0.028842818,0.44474524,-0.06793184,-0.30811742,0.041195422
510489,-0.12523587,0.0432577,0.038460996,-0.09720835,0.084891014,-0.035190526,0.057070334,0.3762003,-0.1838652,0.12799387,0.13508256,-0.075826004,-0.024177533,-0.07988407,0.085235626,0.033059243,0.43155238,-0.0435535,-0.27619016,-0.027523626
510490,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510491,-0.14276302,0.03769308,0.004514355,-0.08601903,0.09317522,-0.039392654,0.042860053,0.33171448,-0.16079117,0.14284639,0.109062344,-0.088558346,-0.003219529,-0.07961492,0.10807436,0.047516923,0.46359926,-0.03836021,-0.2686862,-0.036124002
510492,-0.1381074,0.049227238,0.0056526475,-0.10035591,0.1095258,-0.018591892,0.017194932,0.34735337,-0.16483596,0.16049197,0.092423275,-0.07594064,-0.009468272,-0.06846447,0.07567933,0.033393543,0.44782406,-0.055466063,-0.28419706,0.0058700237
510493,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510494,-0.12634093,0.040079452,0.028536879,-0.08212704,0.09382355,-0.02483231,0.046669103,0.36143577,-0.18244416,0.14421743,0.124997675,-0.08924887,-0.02020256,-0.075441375,0.078310266,0.03600526,0.44810462,-0.04187643,-0.28256413,-0.010102126
510495,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510496,-0.13464838,0.04603664,0.03579371,-0.08938448,0.08122821,-0.025353117,0.05473247,0.36319864,-0.18628886,0.13734758,0.1201984,-0.09368702,-0.02754564,-0.07813212,0.07354494,0.026382625,0.43182296,-0.05447249,-0.28774014,-0.0074760267
510497,-0.13511114,0.042509153,0.016192013,-0.08441804,0.09543876,-0.03243231,0.039805874,0.34322712,-0.16881514,0.14481401,0.11164137,-0.08716979,-0.011448966,-0.07426874,0.089781746,0.04116065,0.45069432,-0.044729862,-0.27801996,-0.0184193
510498,-0.14025733,0.041008193,0.015882626,-0.08411981,0.09154067,-0.039415326,0.051869497,0.34312302,-0.17009942,0.13797648,0.113877185,-0.089378,-0.0030197029,-0.07858732,0.10689252,0.045970984,0.4579383,-0.04350803,-0.27579018,-0.034143303
510499,-0.13171224,0.041814514,0.016099228,-0.09938033,0.104064226,-0.028071081,0.04214526,0.3547129,-0.17672816,0.13928184,0.104172446,-0.07332191,0.016296403,-0.07255922,0.09519912,0.041457623,0.44168982,-0.05787127,-0.28507003,-0.012373903
510500,-0.12852082,0.045286044,0.019295843,-0.09598813,0.104540616,-0.02853485,0.028344175,0.36274365,-0.17458358,0.15122777,0.10692012,-0.08284178,-0.018345023,-0.060433537,0.06525754,0.029793888,0.43230262,-0.053352546,-0.2881264,0.0077495957
510501,-0.12862839,0.049390376,0.027791219,-0.09173713,0.105757274,-0.0129239345,0.029609732,0.36602294,-0.18134242,0.15669735,0.10811583,-0.08005056,-0.01696499,-0.06840732,0.064127475,0.026670711,0.43394768,-0.058632698,-0.2940511,0.01849901
510503,-0.115194045,0.031533647,0.011767658,-0.09072996,0.07555432,-0.020976322,0.02990906,0.36382273,-0.18327533,0.12958045,0.120842755,-0.06178465,-0.021110116,-0.081438676,0.06721808,0.035041966,0.44828635,-0.056902397,-0.2995325,0.01794369
510504,-0.11491118,0.03422721,0.0032822387,-0.08881469,0.08795133,-0.021395477,0.014630522,0.3570093,-0.17353684,0.13362056,0.11643776,-0.055179972,-0.026555454,-0.080410324,0.059161086,0.03772156,0.4510443,-0.054273393,-0.29402083,0.020335943
510505,-0.12157304,0.022002801,0.0051480117,-0.082941666,0.079062976,-0.029227138,0.04151469,0.356957,-0.1779079,0.12673403,0.1331162,-0.06822901,-0.017506769,-0.09336097,0.089318626,0.043959174,0.4684678,-0.03798108,-0.28097588,-0.011035904
510506,-0.123110555,0.052349303,0.01369936,-0.10350795,0.11858586,-0.013087149,0.0067203594,0.37484193,-0.17700213,0.16429234,0.09582752,-0.07117661,-0.019437177,-0.06965778,0.055860933,0.022874735,0.46452692,-0.061950427,-0.29107115,0.015839452
510507,-0.13579915,0.05390423,0.048971474,-0.08606121,0.10581679,-0.039163258,0.042192716,0.3621828,-0.18324235,0.15783031,0.12739597,-0.09502784,-0.017404642,-0.06964094,0.07502152,0.030324988,0.43617862,-0.052468497,-0.2962222,-0.0025515093
510509,-0.118553944,0.038970493,0.040384647,-0.076254524,0.08413634,-0.030046338,0.061660282,0.36524472,-0.18397832,0.14316165,0.12891792,-0.09072328,-0.021539858,-0.07022398,0.07658343,0.042049084,0.43004537,-0.045586675,-0.28046608,-0.009208824
510510,-0.13244885,0.046031453,0.028270796,-0.08240012,0.09370206,-0.032456398,0.049378403,0.35534868,-0.17870516,0.13963974,0.11675713,-0.08804067,-0.011236653,-0.07317692,0.08852604,0.03951809,0.4446795,-0.050199423,-0.28556794,-0.016314816
510511,-0.13760158,0.040679365,0.015586259,-0.11016714,0.09450496,-0.041622967,0.043485712,0.35383427,-0.16538584,0.13650374,0.12025439,-0.06635653,-0.006232599,-0.08431789,0.10655709,0.04392892,0.4462975,-0.038778175,-0.26314068,-0.04085272
510512,-0.12967701,0.046699308,0.004960073,-0.10436614,0.111663416,-0.016783498,0.010418962,0.36155528,-0.1720037,0.16444421,0.09204673,-0.07237461,-0.009021913,-0.07520252,0.072628334,0.029420668,0.4732317,-0.059306104,-0.28568214,0.002577768
510513,-0.13740055,0.044738114,0.019413726,-0.101937115,0.09149619,-0.02445026,0.047071166,0.36510485,-0.17974655,0.14453208,0.10795285,-0.08797728,-0.0068725096,-0.07007302,0.0902905,0.02827751,0.44605154,-0.05308009,-0.28925705,-0.004229154
510514,-0.12657848,0.04898405,0.024897585,-0.10030454,0.10410057,-0.02100187,0.023783905,0.3567166,-0.173509,0.15526801,0.1085728,-0.076030985,-0.01642794,-0.06492931,0.06573132,0.0307547,0.4294044,-0.052925605,-0.28804684,0.0141497
510515,-0.13460618,0.03870817,0.010865478,-0.10804251,0.09852576,-0.042234465,0.036350295,0.35987923,-0.16493757,0.13890842,0.117152244,-0.06916875,-0.015607845,-0.07680128,0.09090776,0.038685568,0.4417879,-0.03998098,-0.26449066,-0.03293756
510516,-0.11669948,0.035079557,0.035915155,-0.088980965,0.08866508,-0.017616216,0.02634645,0.38524395,-0.190649,0.15362196,0.1336986,-0.065412946,-0.035331976,-0.08362271,0.072049215,0.03997179,0.45716533,-0.070411995,-0.30845785,0.023301655
510517,-0.16243647,0.033903483,-0.0047277235,-0.11753446,0.07689061,-0.042283982,0.056452777,0.3398095,-0.15964065,0.13233726,0.10861057,-0.08075637,-0.0066307224,-0.1013371,0.12657891,0.03936225,0.46552518,-0.038414717,-0.25228277,-0.0641092
510518,-0.13126434,0.05569064,0.015460826,-0.09916086,0.11713691,-0.014567055,0.013459786,0.36136776,-0.1700008,0.16008975,0.096671015,-0.074811466,-0.021135122,-0.06187105,0.05711877,0.026311198,0.43660057,-0.058195606,-0.2901327,0.020885576
510519,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510520,-0.1260724,0.05855737,0.055098142,-0.089105465,0.08966833,-0.0140024405,0.060589544,0.3568941,-0.1920312,0.13577062,0.1407418,-0.0974847,-0.06596244,-0.09246329,0.061847586,0.024606815,0.44473657,-0.018861797,-0.2826113,-0.0013820236
510521,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510523,-0.1139973,0.028426958,0.056057733,-0.07645058,0.066655025,-0.029909432,0.083406545,0.37000248,-0.19666903,0.13198744,0.15354805,-0.10108767,-0.031692818,-0.08260354,0.087307215,0.041047968,0.44030035,-0.043992653,-0.28301322,-0.024941508
510524,-0.14211167,0.035839908,0.012222639,-0.087693974,0.084067136,-0.041491706,0.05803212,0.34244522,-0.16929954,0.1349601,0.1167655,-0.09454439,-0.0021245894,-0.0798891,0.11439195,0.04389005,0.46173817,-0.037984993,-0.272359,-0.03940166
510525,-0.13511114,0.042509153,0.016192013,-0.08441804,0.09543876,-0.03243231,0.039805874,0.34322712,-0.16881514,0.14481401,0.11164137,-0.08716979,-0.011448966,-0.07426874,0.089781746,0.04116065,0.45069432,-0.044729862,-0.27801996,-0.0184193
510526,-0.13126434,0.05569064,0.015460826,-0.09916086,0.11713691,-0.014567055,0.013459786,0.36136776,-0.1700008,0.16008975,0.096671015,-0.074811466,-0.021135122,-0.06187105,0.05711877,0.026311198,0.43660057,-0.058195606,-0.2901327,0.020885576
510527,-0.12643902,0.04796737,0.029426686,-0.08260359,0.09800412,-0.024543919,0.036344465,0.35627475,-0.17790899,0.14704399,0.11456427,-0.08559609,-0.020775666,-0.068209745,0.06905011,0.033956878,0.43606865,-0.051948804,-0.2885982,0.0016460313
510528,-0.12926897,0.0505315,0.025319299,-0.092214435,0.10259477,-0.017104859,0.028109722,0.3671474,-0.17283058,0.1568029,0.1089436,-0.0822155,-0.032213375,-0.06562642,0.06538137,0.029347304,0.44009966,-0.053816497,-0.28770795,0.015630208
510529,-0.09148269,0.011272319,0.03507729,-0.07274606,0.05585064,-0.045837216,0.064435594,0.35813093,-0.19504106,0.09151919,0.16140376,-0.058782667,-0.0018621404,-0.091345355,0.08630945,0.0553995,0.43227848,-0.04292323,-0.2904613,-0.01439957
510530,-0.13680561,0.034714356,0.02401814,-0.08375863,0.08170591,-0.05138716,0.06528389,0.33973178,-0.17082468,0.12827483,0.1298285,-0.09248533,-0.00095634814,-0.08172791,0.11921264,0.051357217,0.45404175,-0.032781426,-0.26881135,-0.0486938
510531,-0.12756096,0.038494848,0.031326003,-0.08101368,0.090580106,-0.028209532,0.051353864,0.3617766,-0.18450391,0.14214963,0.12807259,-0.090220965,-0.018150399,-0.07845901,0.07642147,0.031813815,0.4431759,-0.04662339,-0.28618258,-0.003008152
510532,-0.12983567,0.042156015,0.032667335,-0.115040965,0.09460146,-0.021526666,0.03663647,0.37542737,-0.18304616,0.15373749,0.11806753,-0.08034731,-0.025024854,-0.075108275,0.07801815,0.027845979,0.4286479,-0.061132696,-0.28379074,0.0051502194
510533,-0.12081116,0.03914215,0.03609035,-0.102986924,0.09603417,-0.022790914,0.033670135,0.3753354,-0.17798781,0.15979443,0.12433793,-0.07996026,-0.030105326,-0.06969161,0.081622496,0.037189994,0.43595052,-0.05485736,-0.28221402,0.009072205
510535,-0.110171564,0.027904727,0.010197995,-0.088750914,0.07848395,-0.031603098,0.025065301,0.3546344,-0.17442162,0.12423336,0.1316014,-0.05609288,-0.025997927,-0.0834734,0.06794876,0.042305693,0.44697142,-0.044811018,-0.28852493,0.009846022
510536,-0.14550647,0.0290697,0.03786501,-0.08340574,0.053759675,-0.056372467,0.09984952,0.35313815,-0.18193509,0.11441055,0.1446944,-0.106716305,-0.012268002,-0.095356114,0.13867788,0.04938851,0.45822263,-0.03264006,-0.26644486,-0.06751822
510537,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510538,-0.12657848,0.04898405,0.024897585,-0.10030454,0.10410057,-0.02100187,0.023783905,0.3567166,-0.173509,0.15526801,0.1085728,-0.076030985,-0.01642794,-0.06492931,0.06573132,0.0307547,0.4294044,-0.052925605,-0.28804684,0.0141497
510539,-0.102533855,0.016476665,0.023462147,-0.07080565,0.054197427,-0.04385143,0.049497373,0.34864363,-0.18291925,0.10640676,0.15415202,-0.064381704,-0.026286846,-0.092692405,0.081324115,0.052083973,0.44782227,-0.03677961,-0.2867761,-0.010865463
510540,-0.12867151,0.050132364,0.022839481,-0.10709029,0.10344377,-0.011158659,0.017385049,0.36492598,-0.17174134,0.16616033,0.101689436,-0.07351552,-0.02477033,-0.06381037,0.06227719,0.02713419,0.4326199,-0.05836278,-0.2906561,0.02910808
510541,-0.11917314,0.037055593,0.034648843,-0.11950392,0.105794415,-0.023217024,0.03122223,0.38940388,-0.18439396,0.16143957,0.123766564,-0.07590591,-0.019124622,-0.06819179,0.08930573,0.035109244,0.43445677,-0.06320622,-0.28383026,0.008026541
510542,-0.11168351,0.03147735,0.04987027,-0.0855396,0.08848937,-0.029933766,0.06812661,0.3761539,-0.19930363,0.12526856,0.14003213,-0.07871494,0.008066888,-0.07571058,0.08481693,0.036158524,0.42017677,-0.053422946,-0.29327855,-0.005387623
